#VALIDAÇÃO	Update
Neutra	E once é belo monte plmdds.
Excluído	E os ditos blogueiros progressivos cri cri cri pra amazônia.
Negativa	é um belo monte de merda mesmo.
Neutra	"É, belo monte é onde tem a usina e indios."
Excluído	"E, quantos ainda teremos?  perguntas que não irão calar..."
Neutra	"Ei, que história é essa que você vai lá para o pará se engajar na luta indígina contra a construção de belo monte?"
Neutra	Em belo monte é igual #contraogenocidio #tragediabelomonte.
Neutra	Em belo monte é igual #contraogenocidio #tragediabelomonte.
Neutra	em belo monte os índios planejam fazer uma fogueira das instalões.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	empresários bancavam ditadura.
Neutra	Engraçado msm é ver a esquerda brasileira calada com o conflito em belo monte.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Neutra	Enorme risco de que tentativa de desocupar belo monte nos próximos dias acabe em mais mortes de índios.
Excluído	Entschlossen zu bleiben.
Excluído	espalhe este documentário..
Neutra	Esperança não perca querida!
Negativa	Essa é a polícia que está negociando em nome de dilma em belo monte? tragédia anunciada:     #tragediabelomonte.
Excluído	Estamos de olho!!!
Neutra	Estamos todtemendo o pior em..
Neutra	Estou rezando pro meu pai não ser escolhido pra morar em belo monte..
Neutra	Estupefato com o que vejo em belo monte! Vamos continuar no apoio aos índios.
Positiva	Eu era a maior defensora dos índios até meu primo ter que ir trabalhar em belo monte.
Neutra	Eu me juntaria aos índios contra a construção da usina de belo monte.
Neutra	"eu, trabalhei ai entregando marmita nos predios da camargo correa e mendes jr."
Excluído	Even a childs protest might not stop cultural #genocide.
Excluído	Even a childs protest might not stop cultural #genocide.
Excluído	Even a childs protest might not stop cultural #genocide.
Neutra	Existe outra solução real que não seja a desistência de construir belo monte?
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Excluído	"Expansão da soja e gado, belo monte, exploração de petróleo na foz do amazonas, mineração..."
Negativa	expulsa esses porra de lá caralho!
Neutra	Feriadão? rt polícia federal diz que desocupação de belo monte só depois de segunda.
Excluído	"ferrovia norte-sul, e talvez trechos de outras ferrovias."
Negativa	fora governo assassino de povos indigenas! Pf: desocupação de belo monte não deve acontecer antes de segunda-feira: a superintendência da polícia federal..
Neutra	"Força nacional agride índios em belo monte, pf mata índio em ms."
Neutra	"Força nacional agride índios em belo monte, pf mata índio em ms."
Neutra	"Força nacional agride índios em belo monte, pf mata índio em ms."
Neutra	Forças federais militares atacarão indígenas em belo monte hj.
Negativa	frescuragem da porra.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte -     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Neutra	G1 - índios ameaçam incendiar caminhões no canteiro de belo monte - notícias em pará     via g1para.
Negativa	G1- índios não cumprem ordem de desocupar obras de belo monte: os índios invadiram há quatro dias o principal ..
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte!"
Neutra	"Galera, tuitaço relâmpago #sangueindigena agora pra denunciar o assassinato de um terena e alertar sobre belo monte! we will not leave without being heard."
Neutra	Gilberto só fala com índios em brasília e se eles desocuparem pacif belo monte.
Neutra	Globalvoices: video: 170 #indigenous return estou occupy the construction site of the belo monte dam in #brazil.
Negativa	Goes like this:we dont want belo monte so we do anything including spread some #sangueindigena estou grab public opinion! Cardozo diz que diálogo em belo monte não está encerrado e que confia no bom senso.
Excluído	Goes like this:we dont want belo monte so we do anything including spread some #sangueindigena estou grab public opinion! E belo monte e a gota da agua.
Neutra	"Good notice:today one indian death in belo monte,the force policial,,one death and action essential!! #sangueindigena mt indigenous occupying belo monte say they will not leave."
Positiva	Gostei de um vídeo de     agente de belo monte confessa pagamento para espionar xingu vivo.
Neutra	"Governo assassino de povos indigenas! #sangueindigena rt""vou colocar a pistola na sua cara"", diz policial para índio em belo monte     …."
Negativa	Governo não cumpre palavra e indígenas ocupam belo monte novamente.
Excluído	Há observadores internacionais na área de belo monte?
Neutra	"Hahaha nesse ritmo ,daqui a pouco, a dilma privatiza a futura belo monte também."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Neutra	"hastag #tragediabelomonte imprensa, comandada pelo governo pt e consórcio belo monte, publicam mentiras."
Excluído	Have a look what is going in brasil with the indians of the amazonas and the construction of belo monte damm.
Neutra	Hay que ver esta película.
Excluído	Help protect indigenous communities from violence in brazil as they occupy the belo monte dam site and fight for..
Excluído	Help protect indigenous communities from violence in brazil as they occupy the belo monte dam site and fight for..
Excluído	Help protect indigenous communities from violence in brazil as they occupy the belo monte dam site and fight for..
Excluído	Help protect indigenous ppls from violence in brazil as they occupy the belo monte dam site & fight for their rights.
Excluído	Help protect indigenous ppls from violence in brazil as they occupy the belo monte dam site & fight for their rights.
Excluído	Help protect indigenous ppls from violence in brazil as they occupy the belo monte dam site & fight for their rights.
Excluído	Hj esteve um confronto d reentegracao d posse ...
Neutra	http://glo.bo/17ygsh4.Índios ameaçam incendiar caminhões no canteiro de belo monte: índios permanecem no local após término do prazo..
Neutra	http://goo.gl/nqtdc.#índios planejam ataque contra canteiro de obras de belo monte: índios planejam ataque contra….
Neutra	http://tmblr.co/z_x2ntmbbgk-.Por que a construção de belo monte é ilegal? felicio pontes - procurador da república no pará.
Neutra	http://tmblr.co/zqyprumb6wlp.Vamos continuar no apoio aos índios.
Neutra	"http://tmblr.co/zt86uxm9uqz4.A noticia corre!!..,lamentável a justiça de nosso brasil belo monte: justiça determina reintegração de posse com.."
Excluído	http://twitpic.com/7wx5in.Indigenous occupying belo monte dam site say they will not leave.
Excluído	"Huffpo essay: as belo monte dam project speeds up, #indigenous tribe feels pain     via huffpostworld."
Excluído	"Huffpo essay: as belo monte dam project speeds up, #indigenous tribe feels pain     via huffpostworld."
Excluído	"Huffpo essay: as belo monte dam project speeds up, #indigenous tribe feels pain     via huffpostworld."
Excluído	"Huffpo essay: as belo monte dam project speeds up, #indigenous tribe feels pain     via huffpostworld."
Excluído	"Huffpo essay: as belo monte dam project speeds up, #indigenous tribe feels pain     via huffpostworld."
Neutra	I liked a video     belo monte announcement of a war - complete movie.
Neutra	"I liked a video     belo monte: indignados, indígenas rasgam mandado de reintegração de posse."
Excluído	Icymi: challenges of equitable economic development and #brazils belo monte dam.
Excluído	Icymi: challenges of equitable economic development and #brazils belo monte dam.
Neutra	Ilisu ve belo monte barajlarini konu alan sizin seslendirdiginiz damocracy belgeselini izledim.
Neutra	imaginem como vai ser em belo monte!!! Situação se agrava em belo monte.
Neutra	Incendiar caminhões em.
Neutra	Incendiar caminhões em.
Neutra	Incendiar caminhões em.
Excluído	"Indianer am belo monte: wenn ihr uns töten wollt, dann tötet uns eben: wir gehen hier jedenfalls nicht weg!"
Excluído	"Indianer am belo monte: wenn sie uns töten wollen, dann töten sie uns eben: wir gehen hier jedenfalls nicht weg!"
Excluído	"Indianer am belo monte: wenn sie uns töten wollen, dann töten sie uns eben: wir gehen hier jedenfalls nicht weg!"
Excluído	"Indianer am belo monte: wenn sie uns töten wollen, dann töten sie uns eben: wir gehen hier jedenfalls nicht weg!"
Neutra	Indígenas ameaçam atear fogo em caminhões e escritório da ccbm.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	Indígenas de belo monte temem que ocupação termine com morte e exigem saída da polícia      uchoinfo.
Neutra	indígenas decidem manter ocupação     #tragediabelomonte.
Neutra	indígenas decidem manter ocupação     #tragediabelomonte.
Neutra	Indígenas mantêm ocupação em belo monte mesmo após fim do prazo dado pela justiça.
Neutra	"Indígenas no canteiro de belo monte serão despejados, ativistas se mobilizam     #tragediabelomonte."
Neutra	indígenas revoltados por falta de respeito aos seus direitos constitucionais e sítio da g. nacional.
Neutra	indígenas revoltados por falta de respeito aos seus direitos constitucionais e sítio da g. nacional.
Neutra	indígenas revoltados por falta de respeito aos seus direitos constitucionais e sítio da g. nacional.
Excluído	Indigenous occupying belo monte dam site say they will not leave.
Excluído	Indigenous occupying belo monte dam site say they will not leave.
Excluído	Indigenous occupying belo monte dam site say they will not leave.
Excluído	Indigenous occupying belo monte dam site say they will not leave.
Excluído	Indigenous occupying belo monte dam site say they will not leave.
Neutra	Indigenous people are literally putting lives on the line vs belo monte dam in brazil ~     via amazonwatch.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	indigenous people in stand-off w/ brazil at belo monte dam:     #p2bi.
Excluído	"Indigenous people in the reoccuppation of the belo monte dam: we will die, we will not leave without being heard!.."
Excluído	Indigenous people occupy belo monte again     wiserearth.
Excluído	Indigenous people occupy belo monte again over consultation process.
Excluído	Indigenous people occupy the controversial belo monte dam construction site saying they were not properly consulted.
Excluído	Indigenous people occupy the controversial belo monte dam construction site.
Excluído	Indigenous people occupy the controversial belo monte dam construction site.
Negativa	Indio morre em desocupacao de fazenda no mato grosso.
Negativa	Indio morre em desocupacao de fazenda no mato grosso.
Negativa	Indio morre em desocupacao de fazenda no mato grosso.
Negativa	Indio morre em desocupacao de fazenda no mato grosso.
Negativa	Indio morre em desocupacao de fazenda no mato grosso.
Negativa	Indio morre em desocupacao de fazenda no mato grosso.
Neutra	"Índio terena é morte em desocupação de fazenda em sidrolândia, ms. imaginem o que poderá acontecer em belo monte."
Neutra	"Índio terena é morte em desocupação de fazenda em sidrolândia, ms. imaginem o que poderá acontecer em belo monte."
Neutra	"Índio terena é morte em desocupação de fazenda em sidrolândia, ms. imaginem o que poderá acontecer em belo monte."
Neutra	"Índio terena é morte em desocupação de fazenda em sidrolândia, ms. imaginem o que poderá acontecer em belo monte."
Neutra	"Índio terena é morte em desocupação de fazenda em sidrolândia, ms. imaginem o que poderá acontecer em belo monte."
Neutra	"Índio terena é morte em desocupação de fazenda em sidrolândia, ms. imaginem o que poderá acontecer em belo monte."
Neutra	"Índios ameaçam colocar fogo em canteiro de belo monte: segundo o ccbm, indígenas colocaram papel e folhas de b.."
Neutra	"Índios ameaçam colocar fogo em canteiro de belo monte: segundo o ccbm, indígenas colocaram papel e folhas de b.."
Neutra	Índios ameaçam incendiar caminhões na hidrelétrica de belo monte.
Neutra	Índios ameaçam incendiar caminhões na hidrelétrica de belo monte.
Neutra	Índios ameaçam incendiar caminhões na hidrelétrica de belo monte.
Neutra	Índios ameaçam incendiar caminhões na hidrelétrica de belo monte.
Neutra	Índios ameaçam incendiar caminhões na hidrelétrica de belo monte.
Neutra	Índios ameaçam incendiar caminhões na hidrelétrica de belo monte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #pericia #contabil.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte     #tvonline #filme #tv.
Negativa	Índios ameaçam incendiar caminhões no canteiro de belo monte -     \\ cortem a luz das ongs ou atendam as pendências!!
Negativa	"Índios ameaçam incendiar caminhões no canteiro de belo monte -     \\ cortem a luz das ongs ou atendam as pendências!! Belo monte: indignados, indígenas rasgam mandado de reintegração de posse."
Neutra	"Índios ameaçam incendiar caminhões no canteiro de belo monte -     \daqui não saio, daqui ninguém me tira,o que faltou?\."
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte - bdci.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte - http://bit.ly/14ap2vp.Índios ameaçam incendiar caminhões no canteiro de belo monte -.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte -.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte -.
Excluído	Índios ameaçam incendiar caminhões no canteiro de belo monte -..
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte :caminhões pipa foram posicionados para apagar ...http://i.ven.bz/bhxy.#índios planejam ataque contra canteiro de obras de belo monte: índios planejam ataque contra….
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte |     | #tragediabelomonte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte |     | #tragediabelomonte.
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte: 30/05/2013 11h08 índios….
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte: 30/05/2013 11h08 índios….
Neutra	Índios ameaçam incendiar caminhões no canteiro de belo monte: índios permanecem no local após término do prazo..
